date,description,amount,payment_mode,category
2026-08-04,FLIPKART *7996,3748.0,Card,Shopping
2026-05-06,DMART *8783,3205.0,Card,Shopping
2026-02-08,STARBUCKS *9101,271.0,Card,Food
2026-09-04,METRO RECHARGE *6378,2703.0,NetBanking,Travel
2026-01-10,DOMINOS PIZZA *8010,681.0,Card,Food
2026-01-28,netflix *4198   ,353.0,NetBanking,Entertainment
2026-04-04,METRO RECHARGE *4614,1282.0,Card,Travel
2025-12-20,HOTSTAR *5637,683.0,Card,Entertainment
2026-05-14,BOOKMYSHOW *2868,713.0,Card,Entertainment
2026-06-04,lic premium *4687   ,746.0,Card,Bills
2025-10-31,METRO RECHARGE *7702,3757.0,NetBanking,Travel
2026-02-11,ZOMATO *5063,795.0,UPI,Food
2026-01-04,HOTSTAR *6710,615.0,Card,Entertainment
2026-03-05,METRO RECHARGE *4831,1281.0,Card,Travel
2025-10-29,TORRENT POWER *2384,457.0,NetBanking,Bills
2026-09-05,SWIGGY ORDER *5857,413.0,NetBanking,Food
2026-06-10,NETFLIX *3303,864.0,UPI,Entertainment
2026-02-27,STARBUCKS *2434,197.0,Card,Food
2026-02-22,OLA CABS *8705,3759.0,NetBanking,Travel
2026-07-14,MYNTRA *6085,4894.0,NetBanking,Shopping
2026-03-26,hotstar *7772   ,702.0,UPI,Entertainment
2026-05-03,MYNTRA *9159,2273.0,NetBanking,Shopping
2026-06-01,flipkart *1075   ,4526.0,Card,Shopping
2026-03-27,STARBUCKS *9106,287.0,UPI,Food
2026-01-23,SPOTIFY *8714,742.0,UPI,Entertainment
2026-08-24,OLA CABS *6611,1280.0,Card,Travel
2026-03-25,NETFLIX *1529,469.0,UPI,Entertainment
2025-11-11,MYNTRA *6567,2235.0,Card,Shopping
2026-02-06,CHAI POINT *6110,579.0,UPI,Food
2026-03-09,STARBUCKS *4258,545.0,NetBanking,Food
2026-04-04,SPOTIFY *2591,138.0,Card,Entertainment
2026-04-16,HOTSTAR *6790,178.0,NetBanking,Entertainment
2026-04-04,AMAZON PAY *1574,3461.0,UPI,Shopping
2026-04-20,JIO RECHARGE *3679,2256.0,Card,Bills
2026-08-04,DMART *4718,221.0,UPI,Shopping
2026-06-07,DMART *8727,495.0,Card,Shopping
2026-07-29,IRCTC TICKET *8357,2540.0,Card,Travel
2025-11-18,ZOMATO *2827,441.0,Card,Food
2026-01-02,reliance trends *2647   ,3183.0,NetBanking,Shopping
2025-12-12,NETFLIX *4320,609.0,NetBanking,Entertainment
2026-03-13,DOMINOS PIZZA *3105,328.0,Card,Food
2026-02-28,SWIGGY ORDER *7726,574.0,Card,Food
2026-05-18,TORRENT POWER *1270,,NetBanking,Bills
2026-05-13,STARBUCKS *1663,433.0,UPI,Food
2026-09-08,starbucks *2849   ,365.0,Card,Food
2026-09-21,UBER TRIP *7047,3879.0,NetBanking,Travel
2026-07-30,SWIGGY ORDER *5107,377.0,NetBanking,Food
2025-10-03,TORRENT POWER *7469,,UPI,Bills
2026-01-19,dmart *4365   ,788.0,UPI,Shopping
2026-09-11,GAS BILL *2986,1684.0,NetBanking,Bills
2025-10-08,MYNTRA *5086,2369.0,NetBanking,Shopping
2026-05-10,LIC PREMIUM *4329,862.0,NetBanking,Bills
2025-10-20,STARBUCKS *6774,435.0,UPI,Food
2025-12-09,ZOMATO *7639,556.0,UPI,Food
2025-11-13,INDIGO AIRLINES *2816,292.0,NetBanking,Travel
2026-06-30,ZOMATO *4579,128.0,Card,Food
2025-10-08,SWIGGY ORDER *2151,432.0,Card,Food
2026-05-30,TORRENT POWER *1482,1399.0,UPI,Bills
2025-10-16,BOOKMYSHOW *7754,630.0,Card,Entertainment
2026-08-12,MYNTRA *3649,2246.0,NetBanking,Shopping
2026-07-19,RELIANCE TRENDS *9947,2069.0,UPI,Shopping
2025-10-26,JIO RECHARGE *5616,1956.0,Card,Bills
2025-11-04,RELIANCE TRENDS *8206,861.0,UPI,Shopping
2026-06-02,AMAZON PAY *8454,984.0,NetBanking,Shopping
2025-10-01,TORRENT POWER *7201,2920.0,Card,Bills
2025-12-22,OLA CABS *8245,2088.0,NetBanking,Travel
2025-11-16,DMART *2256,3576.0,Card,Shopping
2026-04-26,JIO RECHARGE *2773,,UPI,Bills
2026-08-24,STARBUCKS *7839,327.0,UPI,Food
2026-05-09,GAS BILL *1419,273.0,Card,Bills
2026-09-08,SPOTIFY *1946,652.0,Card,Entertainment
2026-01-02,STARBUCKS *7859,709.0,NetBanking,Food
2026-08-21,MYNTRA *8661,1924.0,NetBanking,Shopping
2026-04-26,CHAI POINT *7513,551.0,NetBanking,Food
2026-02-02,FLIPKART *7602,3551.0,Card,Shopping
2026-03-22,DMART *2927,4004.0,NetBanking,Shopping
2025-12-09,BOOKMYSHOW *5869,636.0,NetBanking,Entertainment
2026-01-22,MYNTRA *5157,519.0,Card,Shopping
2026-09-23,IRCTC TICKET *5350,247.0,Card,Travel
2025-12-29,IRCTC TICKET *5938,3011.0,Card,Travel
2026-01-14,LIC PREMIUM *7854,1559.0,Card,Bills
2025-11-11,HOTSTAR *6305,496.0,NetBanking,Entertainment
2026-05-23,AIRTEL BROADBAND *1233,1541.0,NetBanking,Bills
2026-09-11,GAS BILL *3284,1367.0,NetBanking,Bills
2025-12-25,MYNTRA *6915,2825.0,Card,Shopping
2026-05-16,AMAZON PAY *2401,3459.0,Card,Shopping
2025-10-01,airtel broadband *1575   ,2153.0,UPI,Bills
2026-09-24,NETFLIX *8368,856.0,Card,Entertainment
2025-12-13,FLIPKART *1572,2458.0,NetBanking,Shopping
2025-11-22,AIRTEL BROADBAND *2167,2766.0,NetBanking,Bills
2026-02-28,FLIPKART *4909,2199.0,Card,Shopping
2026-09-08,myntra *3729   ,3650.0,Card,Shopping
2025-10-07,INDIGO AIRLINES *4267,1631.0,UPI,Travel
2026-04-28,STARBUCKS *4727,451.0,UPI,Food
2026-06-30,CHAI POINT *4129,387.0,Card,Food
2025-12-27,SWIGGY ORDER *7189,451.0,NetBanking,Food
2026-05-06,SPOTIFY *8032,159.0,NetBanking,Entertainment
2026-09-06,AIRTEL BROADBAND *8294,1582.0,NetBanking,Bills
2026-03-21,OLA CABS *8989,5185.0,UPI,Travel
2025-12-01,UBER TRIP *2465,4149.0,UPI,Travel
2026-02-14,AMAZON PAY *8073,3918.0,NetBanking,Shopping
2025-12-24,NETFLIX *5362,167.0,NetBanking,Entertainment
2025-12-31,OLA CABS *5234,520.0,UPI,Travel
2026-08-03,PVR CINEMAS *8999,150.0,UPI,Entertainment
2026-04-09,FLIPKART *5419,483.0,UPI,Shopping
2026-01-07,STARBUCKS *1126,542.0,Card,Food
2025-12-27,GAS BILL *1036,1937.0,Card,Bills
2026-07-01,METRO RECHARGE *1495,3835.0,UPI,Travel
2026-05-28,AIRTEL BROADBAND *7578,929.0,NetBanking,Bills
2026-05-01,UBER TRIP *7972,176.0,Card,Travel
2026-01-06,DOMINOS PIZZA *2932,740.0,NetBanking,Food
2026-03-19,JIO RECHARGE *2340,2371.0,Card,Bills
2026-07-06,STARBUCKS *7447,439.0,Card,Food
2026-06-26,DOMINOS PIZZA *7042,513.0,NetBanking,Food
2026-03-06,NETFLIX *6345,510.0,UPI,Entertainment
2026-03-08,PVR CINEMAS *4955,333.0,Card,Entertainment
2026-09-06,SPOTIFY *3311,156.0,Card,Entertainment
2026-07-21,INDIGO AIRLINES *1363,2206.0,Card,Travel
2025-12-28,zomato *6387   ,714.0,NetBanking,Food
2026-04-12,BOOKMYSHOW *1421,848.0,UPI,Entertainment
2026-04-05,JIO RECHARGE *2333,247.0,NetBanking,Bills
2026-03-17,reliance trends *9065   ,4080.0,UPI,Shopping
2026-08-16,JIO RECHARGE *6276,817.0,NetBanking,Bills
2026-07-13,AMAZON PAY *9787,928.0,Card,Shopping
2026-05-08,SPOTIFY *5840,704.0,NetBanking,Entertainment
2026-01-23,ZOMATO *3573,580.0,Card,Food
2025-11-02,DMART *5000,2938.0,NetBanking,Shopping
2026-08-09,INDIGO AIRLINES *1755,2035.0,Card,Travel
2026-06-28,LIC PREMIUM *6191,1788.0,Card,Bills
2026-05-09,AMAZON PAY *4493,2801.0,UPI,Shopping
2026-02-17,FLIPKART *9402,2694.0,Card,Shopping
2026-04-02,PVR CINEMAS *3643,348.0,NetBanking,Entertainment
2026-01-09,DMART *4124,3251.0,UPI,Shopping
2025-12-31,BOOKMYSHOW *7024,149.0,UPI,Entertainment
2026-03-01,TORRENT POWER *6868,2797.0,NetBanking,Bills
2026-02-03,DMART *7568,2801.0,Card,Shopping
2026-03-22,CHAI POINT *7284,177.0,UPI,Food
2026-05-19,METRO RECHARGE *7142,4630.0,Card,Travel
2025-12-23,DMART *9269,3813.0,UPI,Shopping
2026-05-02,METRO RECHARGE *5778,3946.0,Card,Travel
2025-11-28,JIO RECHARGE *2704,2978.0,NetBanking,Bills
2025-10-24,METRO RECHARGE *9595,4651.0,Card,Travel
2026-05-04,AIRTEL BROADBAND *3454,548.0,NetBanking,Bills
2025-11-15,CHAI POINT *1882,206.0,Card,Food
2026-09-05,CHAI POINT *2763,580.0,Card,Food
2026-05-16,SWIGGY ORDER *6366,759.0,Card,Food
2025-11-25,IRCTC TICKET *4324,145.0,Card,Travel
2026-08-24,CHAI POINT *5440,60.0,NetBanking,Food
2026-04-07,METRO RECHARGE *4916,4058.0,Card,Travel
2026-07-05,JIO RECHARGE *5647,1786.0,NetBanking,Bills
2026-02-02,NETFLIX *5019,230.0,Card,Entertainment
2026-08-21,AIRTEL BROADBAND *4557,301.0,NetBanking,Bills
2026-04-19,dmart *4516   ,1258.0,UPI,Shopping
2026-03-20,STARBUCKS *6330,619.0,Card,Food
2025-11-18,hotstar *6408   ,888.0,Card,Entertainment
2026-02-11,DOMINOS PIZZA *4888,621.0,UPI,Food
2026-05-08,LIC PREMIUM *1519,1517.0,NetBanking,Bills
2026-08-23,CHAI POINT *1986,106.0,UPI,Food
2025-12-26,JIO RECHARGE *5940,236.0,NetBanking,Bills
2026-06-25,AMAZON PAY *5611,3185.0,UPI,Shopping
2026-04-22,STARBUCKS *7922,573.0,Card,Food
2026-06-27,TORRENT POWER *2630,459.0,NetBanking,Bills
2025-10-12,GAS BILL *1818,2318.0,UPI,Bills
2025-12-16,MYNTRA *1244,2825.0,Card,Shopping
2026-04-02,METRO RECHARGE *9118,5527.0,NetBanking,Travel
2026-07-31,UBER TRIP *3220,273.0,UPI,Travel
2025-11-28,SWIGGY ORDER *2832,217.0,UPI,Food
2025-11-27,AMAZON PAY *6212,391.0,NetBanking,Shopping
2025-11-04,DOMINOS PIZZA *5689,448.0,Card,Food
2025-12-11,JIO RECHARGE *7890,985.0,NetBanking,Bills
2025-11-24,airtel broadband *5326   ,1023.0,Card,Bills
2026-02-17,CHAI POINT *3330,371.0,Card,Food
2025-11-28,NETFLIX *9946,133.0,UPI,Entertainment
2026-08-10,METRO RECHARGE *3169,5411.0,NetBanking,Travel
2026-07-02,LIC PREMIUM *5102,1054.0,NetBanking,Bills
2026-06-27,INDIGO AIRLINES *8629,3838.0,UPI,Travel
2026-08-28,GAS BILL *4109,,NetBanking,Bills
2026-08-29,BOOKMYSHOW *2137,487.0,NetBanking,Entertainment
2026-07-12,NETFLIX *9751,615.0,Card,Entertainment
2026-07-16,NETFLIX *3043,200.0,UPI,Entertainment
2026-04-16,MYNTRA *4199,2779.0,NetBanking,Shopping
2026-05-12,DMART *9411,4474.0,NetBanking,Shopping
2026-01-09,PVR CINEMAS *7475,849.0,UPI,Entertainment
2026-09-13,IRCTC TICKET *8382,2516.0,NetBanking,Travel
2026-06-12,GAS BILL *9148,1901.0,Card,Bills
2026-05-08,INDIGO AIRLINES *9195,685.0,Card,Travel
2025-11-20,DMART *9964,2237.0,Card,Shopping
2026-01-06,MYNTRA *5022,3999.0,UPI,Shopping
2026-05-24,BOOKMYSHOW *8067,676.0,Card,Entertainment
2026-06-10,dominos pizza *8374   ,600.0,UPI,Food
2025-11-01,JIO RECHARGE *4044,1570.0,UPI,Bills
2025-10-17,RELIANCE TRENDS *5500,1372.0,UPI,Shopping
2026-07-07,IRCTC TICKET *8391,3212.0,UPI,Travel
2026-05-06,AIRTEL BROADBAND *2245,2870.0,Card,Bills
2026-07-19,AMAZON PAY *1024,1772.0,UPI,Shopping
2026-03-12,DOMINOS PIZZA *2834,600.0,UPI,Food
2026-05-20,UBER TRIP *1246,2469.0,NetBanking,Travel
2025-11-18,AMAZON PAY *1100,4471.0,Card,Shopping
2026-01-10,TORRENT POWER *2667,1787.0,NetBanking,Bills
2025-10-31,IRCTC TICKET *4872,1525.0,NetBanking,Travel
2026-06-05,RELIANCE TRENDS *7547,2961.0,UPI,Shopping
2026-07-12,DMART *5933,1387.0,Card,Shopping
2025-11-29,FLIPKART *7610,2153.0,Card,Shopping
2025-10-19,INDIGO AIRLINES *6585,5532.0,Card,Travel
2025-11-04,BOOKMYSHOW *3460,644.0,UPI,Entertainment
2026-07-08,JIO RECHARGE *1423,419.0,Card,Bills
2025-12-09,BOOKMYSHOW *8016,146.0,NetBanking,Entertainment
2026-06-21,DOMINOS PIZZA *9835,675.0,NetBanking,Food
2026-06-16,JIO RECHARGE *3611,1745.0,Card,Bills
2026-02-21,FLIPKART *4893,1296.0,UPI,Shopping
2026-08-10,flipkart *2098   ,2526.0,Card,Shopping
2026-06-18,DOMINOS PIZZA *4561,290.0,Card,Food
2026-09-01,TORRENT POWER *9167,953.0,UPI,Bills
2025-10-04,hotstar *3839   ,434.0,NetBanking,Entertainment
2026-08-15,DOMINOS PIZZA *5143,632.0,UPI,Food
2025-12-27,MYNTRA *9322,1885.0,UPI,Shopping
2025-12-02,SWIGGY ORDER *6430,466.0,Card,Food
2026-05-08,AIRTEL BROADBAND *9461,781.0,Card,Bills
2026-04-09,starbucks *7010   ,,NetBanking,Food
2025-10-08,INDIGO AIRLINES *9320,1054.0,UPI,Travel
2026-05-25,BOOKMYSHOW *4253,809.0,Card,Entertainment
2025-10-01,INDIGO AIRLINES *8345,4592.0,UPI,Travel
2025-12-13,CHAI POINT *7327,82.0,Card,Food
2026-07-21,SWIGGY ORDER *2819,336.0,Card,Food
2026-06-16,DMART *1613,3531.0,NetBanking,Shopping
2026-02-10,HOTSTAR *3032,,UPI,Entertainment
2025-11-22,INDIGO AIRLINES *7846,2347.0,UPI,Travel
2026-03-15,IRCTC TICKET *7772,338.0,UPI,Travel
2026-01-05,DMART *2638,2348.0,NetBanking,Shopping
2026-03-29,INDIGO AIRLINES *6365,5893.0,UPI,Travel
2026-04-02,AMAZON PAY *1329,859.0,UPI,Shopping
2026-02-03,JIO RECHARGE *4553,494.0,Card,Bills
2026-06-15,AMAZON PAY *4832,4475.0,Card,Shopping
2026-07-04,FLIPKART *8394,751.0,NetBanking,Shopping
2026-01-12,CHAI POINT *6343,550.0,UPI,Food
2026-02-11,METRO RECHARGE *2414,5708.0,UPI,Travel
2026-02-23,AMAZON PAY *2717,4552.0,UPI,Shopping
2026-07-03,MYNTRA *4183,3997.0,NetBanking,Shopping
2025-11-29,STARBUCKS *4196,396.0,UPI,Food
2026-08-16,METRO RECHARGE *5357,4919.0,Card,Travel
2026-03-05,MYNTRA *4243,3334.0,NetBanking,Shopping
2026-07-09,HOTSTAR *6126,412.0,UPI,Entertainment
2025-10-21,BOOKMYSHOW *9167,705.0,Card,Entertainment
2026-04-13,GAS BILL *7997,1287.0,UPI,Bills
2026-01-09,PVR CINEMAS *7543,880.0,Card,Entertainment
2026-07-27,OLA CABS *2353,807.0,NetBanking,Travel
2026-03-05,CHAI POINT *8496,671.0,NetBanking,Food
2026-04-11,SPOTIFY *8632,878.0,UPI,Entertainment
2026-04-03,PVR CINEMAS *1731,898.0,Card,Entertainment
2026-07-21,IRCTC TICKET *9577,3321.0,NetBanking,Travel
2026-06-20,INDIGO AIRLINES *8991,5836.0,UPI,Travel
2026-08-04,FLIPKART *3892,854.0,Card,Shopping
2026-01-08,DMART *4083,2057.0,Card,Shopping
2026-08-30,SWIGGY ORDER *9307,107.0,Card,Food
2026-06-24,AIRTEL BROADBAND *5412,2009.0,UPI,Bills
2026-09-06,hotstar *9615   ,505.0,Card,Entertainment
2026-07-20,IRCTC TICKET *6699,4185.0,NetBanking,Travel
2026-05-08,CHAI POINT *3205,536.0,Card,Food
2026-05-05,JIO RECHARGE *2849,2792.0,UPI,Bills
2025-10-28,DOMINOS PIZZA *3938,751.0,UPI,Food
2026-04-11,ZOMATO *9213,533.0,NetBanking,Food
2025-11-23,JIO RECHARGE *9427,538.0,Card,Bills
2026-06-28,NETFLIX *7331,415.0,Card,Entertainment
2026-08-01,INDIGO AIRLINES *9779,1374.0,UPI,Travel
2026-03-21,PVR CINEMAS *4549,200.0,Card,Entertainment
2025-11-08,reliance trends *4342   ,1086.0,UPI,Shopping
2025-10-19,PVR CINEMAS *5670,589.0,NetBanking,Entertainment
2026-04-26,DMART *1899,3661.0,Card,Shopping
2026-09-03,NETFLIX *4258,868.0,UPI,Entertainment
2026-08-06,SPOTIFY *9003,305.0,UPI,Entertainment
2026-04-23,NETFLIX *4838,109.0,UPI,Entertainment
2026-07-22,HOTSTAR *3687,380.0,UPI,Entertainment
2026-07-10,CHAI POINT *5298,384.0,UPI,Food
2026-02-24,OLA CABS *3489,1671.0,UPI,Travel
2025-12-22,RELIANCE TRENDS *3224,397.0,NetBanking,Shopping
2026-01-06,MYNTRA *7065,1294.0,Card,Shopping
2026-03-15,METRO RECHARGE *6247,5396.0,Card,Travel
2026-09-04,DMART *5782,1789.0,Card,Shopping
2026-05-05,FLIPKART *8473,,UPI,Shopping
2026-07-28,OLA CABS *5270,1894.0,NetBanking,Travel
2025-11-12,DOMINOS PIZZA *2907,,Card,Food
2026-07-26,TORRENT POWER *4238,1886.0,Card,Bills
2026-04-29,MYNTRA *2099,3592.0,UPI,Shopping
2026-01-31,RELIANCE TRENDS *4391,1816.0,NetBanking,Shopping
2026-08-23,NETFLIX *3062,712.0,Card,Entertainment
2026-01-18,UBER TRIP *1277,4154.0,Card,Travel
2026-03-18,JIO RECHARGE *7638,705.0,Card,Bills
2026-06-23,RELIANCE TRENDS *5658,3389.0,UPI,Shopping
2026-04-14,starbucks *1689   ,578.0,Card,Food
2026-05-16,BOOKMYSHOW *8432,536.0,NetBanking,Entertainment
2026-04-29,SPOTIFY *8192,626.0,Card,Entertainment
2026-07-08,gas bill *4110   ,2316.0,NetBanking,Bills
2025-12-14,metro recharge *7981   ,2215.0,UPI,Travel
2026-07-13,ZOMATO *2790,513.0,Card,Food
2026-01-12,uber trip *9096   ,4381.0,NetBanking,Travel
2026-04-08,SWIGGY ORDER *2159,614.0,UPI,Food
2026-02-15,CHAI POINT *2789,269.0,NetBanking,Food
2026-04-24,UBER TRIP *9990,4610.0,UPI,Travel
2026-06-14,AIRTEL BROADBAND *4367,1195.0,UPI,Bills
2026-04-01,JIO RECHARGE *2169,980.0,UPI,Bills
2026-09-21,METRO RECHARGE *8957,5745.0,NetBanking,Travel
2026-06-30,LIC PREMIUM *5939,1617.0,Card,Bills
2026-03-31,CHAI POINT *5979,595.0,UPI,Food
2026-02-23,INDIGO AIRLINES *5388,471.0,UPI,Travel
2026-07-05,BOOKMYSHOW *5792,785.0,Card,Entertainment
2026-06-28,jio recharge *1919   ,1873.0,UPI,Bills
2026-05-26,airtel broadband *4206   ,429.0,NetBanking,Bills
2026-06-14,DOMINOS PIZZA *6732,464.0,Card,Food
2025-12-07,UBER TRIP *7637,3928.0,Card,Travel
2026-01-07,AMAZON PAY *4483,3144.0,UPI,Shopping
2025-11-22,CHAI POINT *1973,434.0,Card,Food
2026-02-19,ZOMATO *2828,198.0,NetBanking,Food
2026-01-07,DMART *5677,2418.0,Card,Shopping
2026-04-25,JIO RECHARGE *7609,248.0,Card,Bills
2025-11-23,ZOMATO *2308,446.0,Card,Food
2026-01-21,ZOMATO *2814,773.0,NetBanking,Food
2026-08-05,BOOKMYSHOW *4810,284.0,UPI,Entertainment
2026-05-01,LIC PREMIUM *1347,315.0,UPI,Bills
2026-09-23,IRCTC TICKET *1837,4624.0,Card,Travel
2026-03-20,gas bill *3581   ,1540.0,NetBanking,Bills
2026-01-03,OLA CABS *8392,4082.0,UPI,Travel
2026-07-20,spotify *7436   ,583.0,NetBanking,Entertainment
2025-10-21,OLA CABS *6353,2878.0,NetBanking,Travel
2026-06-08,gas bill *6346   ,1097.0,UPI,Bills
2026-02-04,IRCTC TICKET *5904,5009.0,Card,Travel
2026-02-23,PVR CINEMAS *6396,492.0,NetBanking,Entertainment
2026-01-13,JIO RECHARGE *3047,2347.0,Card,Bills
2026-03-24,SPOTIFY *7991,213.0,Card,Entertainment
2025-10-29,SPOTIFY *2059,623.0,NetBanking,Entertainment
2026-03-27,UBER TRIP *3889,1417.0,Card,Travel
2026-06-30,indigo airlines *6983   ,183.0,Card,Travel
2026-02-13,AIRTEL BROADBAND *8311,255.0,Card,Bills
2025-10-19,RELIANCE TRENDS *2249,3366.0,UPI,Shopping
2026-05-11,BOOKMYSHOW *6085,470.0,NetBanking,Entertainment
2025-10-08,GAS BILL *7819,239.0,Card,Bills
2026-05-11,TORRENT POWER *2189,852.0,NetBanking,Bills
2026-08-28,RELIANCE TRENDS *9879,4952.0,NetBanking,Shopping
2026-05-02,DOMINOS PIZZA *8701,252.0,Card,Food
2026-07-10,TORRENT POWER *6818,2372.0,Card,Bills
2026-05-17,AMAZON PAY *9194,3692.0,Card,Shopping
2026-01-21,IRCTC TICKET *2636,3736.0,UPI,Travel
2026-04-09,LIC PREMIUM *7873,1729.0,Card,Bills
2026-04-23,UBER TRIP *1581,5715.0,UPI,Travel
2025-11-15,LIC PREMIUM *3887,2433.0,NetBanking,Bills
2026-01-30,DOMINOS PIZZA *2673,174.0,Card,Food
2026-09-12,LIC PREMIUM *5267,2042.0,NetBanking,Bills
2026-08-01,HOTSTAR *8795,751.0,Card,Entertainment
2026-08-21,OLA CABS *2988,3585.0,UPI,Travel
2026-04-05,FLIPKART *2881,4786.0,NetBanking,Shopping
2026-01-14,OLA CABS *2702,2041.0,UPI,Travel
2026-08-13,INDIGO AIRLINES *7524,4280.0,NetBanking,Travel
2025-12-20,irctc ticket *3180   ,4932.0,Card,Travel
2025-11-15,METRO RECHARGE *2136,5392.0,UPI,Travel
2025-11-25,SWIGGY ORDER *7411,128.0,Card,Food
2026-01-01,UBER TRIP *2407,1256.0,UPI,Travel
2026-02-02,GAS BILL *4153,1856.0,NetBanking,Bills
2026-02-07,FLIPKART *5734,2260.0,NetBanking,Shopping
2025-10-11,PVR CINEMAS *5841,484.0,NetBanking,Entertainment
2026-05-25,ZOMATO *3780,639.0,UPI,Food
2026-07-12,CHAI POINT *4537,600.0,UPI,Food
2026-06-29,starbucks *5648   ,669.0,NetBanking,Food
2026-06-25,HOTSTAR *2548,218.0,Card,Entertainment
2026-06-26,AMAZON PAY *9494,4382.0,Card,Shopping
2025-11-20,BOOKMYSHOW *9444,344.0,NetBanking,Entertainment
2026-06-26,SPOTIFY *3462,343.0,NetBanking,Entertainment
2026-08-18,RELIANCE TRENDS *1437,2402.0,Card,Shopping
2026-04-30,HOTSTAR *6634,482.0,NetBanking,Entertainment
2026-02-09,metro recharge *9275   ,1462.0,Card,Travel
2026-01-24,BOOKMYSHOW *8746,810.0,NetBanking,Entertainment
2026-03-25,IRCTC TICKET *5482,1534.0,UPI,Travel
2025-10-30,RELIANCE TRENDS *6926,1504.0,UPI,Shopping
2026-04-06,CHAI POINT *9571,552.0,UPI,Food
2026-07-02,JIO RECHARGE *3990,547.0,Card,Bills
2025-12-25,SPOTIFY *7227,562.0,Card,Entertainment
2025-11-01,JIO RECHARGE *1666,433.0,UPI,Bills
2026-07-30,DMART *6925,4828.0,NetBanking,Shopping
2026-09-04,AIRTEL BROADBAND *5997,1142.0,UPI,Bills
2025-11-28,JIO RECHARGE *1835,2396.0,NetBanking,Bills
2026-06-07,SPOTIFY *1340,481.0,UPI,Entertainment
2025-12-15,FLIPKART *5534,4003.0,NetBanking,Shopping
2025-12-29,PVR CINEMAS *5240,373.0,UPI,Entertainment
2025-12-07,HOTSTAR *6102,510.0,NetBanking,Entertainment
2025-11-08,SPOTIFY *2970,296.0,Card,Entertainment
2026-01-09,TORRENT POWER *1572,1482.0,Card,Bills
2026-03-22,CHAI POINT *8230,132.0,NetBanking,Food
2025-12-07,IRCTC TICKET *2322,5996.0,NetBanking,Travel
2025-11-20,BOOKMYSHOW *8570,887.0,UPI,Entertainment
2025-10-29,FLIPKART *5601,1557.0,UPI,Shopping
2026-09-17,ZOMATO *1888,377.0,UPI,Food
2026-06-04,SWIGGY ORDER *9051,232.0,Card,Food
2026-04-06,SPOTIFY *7841,814.0,UPI,Entertainment
2026-05-01,AIRTEL BROADBAND *9627,1001.0,NetBanking,Bills
2026-08-27,TORRENT POWER *8869,2071.0,NetBanking,Bills
2026-06-11,JIO RECHARGE *5452,2220.0,Card,Bills
2026-06-16,CHAI POINT *4155,513.0,NetBanking,Food
2026-09-03,HOTSTAR *1878,151.0,Card,Entertainment
2025-10-16,FLIPKART *2447,2245.0,NetBanking,Shopping
2025-11-18,IRCTC TICKET *2682,4451.0,NetBanking,Travel
2026-07-14,AMAZON PAY *1645,4463.0,Card,Shopping
2025-10-14,INDIGO AIRLINES *7477,41.0,NetBanking,Travel
2026-09-14,AMAZON PAY *8618,4147.0,UPI,Shopping
2025-10-29,ZOMATO *7182,671.0,UPI,Food
2025-11-18,UBER TRIP *1292,1691.0,NetBanking,Travel
2026-08-09,SPOTIFY *1182,121.0,Card,Entertainment
2026-01-31,IRCTC TICKET *6307,781.0,Card,Travel
2026-01-13,RELIANCE TRENDS *5673,3714.0,NetBanking,Shopping
2026-04-24,OLA CABS *4569,5494.0,NetBanking,Travel
2025-12-13,DMART *8052,3854.0,NetBanking,Shopping
2026-03-01,LIC PREMIUM *7766,1356.0,NetBanking,Bills
2026-04-06,TORRENT POWER *1906,162.0,NetBanking,Bills
2026-04-10,SWIGGY ORDER *1761,173.0,Card,Food
2026-08-07,IRCTC TICKET *3939,5805.0,UPI,Travel
2026-09-24,IRCTC TICKET *5763,2082.0,UPI,Travel
2025-12-14,CHAI POINT *2648,479.0,Card,Food
2026-06-08,SWIGGY ORDER *7016,176.0,UPI,Food
2026-07-27,LIC PREMIUM *6929,2846.0,Card,Bills
2025-12-06,DMART *1671,977.0,NetBanking,Shopping
2026-06-22,dmart *3942   ,419.0,Card,Shopping
2026-03-08,OLA CABS *4390,4541.0,UPI,Travel
2026-06-05,FLIPKART *9621,2555.0,Card,Shopping
2026-09-14,SPOTIFY *5803,428.0,UPI,Entertainment
2026-03-08,AIRTEL BROADBAND *6308,2612.0,NetBanking,Bills
2026-09-21,JIO RECHARGE *1234,2424.0,UPI,Bills
2026-07-10,SWIGGY ORDER *7776,687.0,UPI,Food
2025-12-12,INDIGO AIRLINES *3093,4753.0,Card,Travel
2026-08-10,BOOKMYSHOW *4670,100.0,Card,Entertainment
2026-06-14,INDIGO AIRLINES *2276,5851.0,NetBanking,Travel
2026-04-08,METRO RECHARGE *3681,3669.0,Card,Travel
2026-01-12,AIRTEL BROADBAND *5521,1274.0,UPI,Bills
2026-02-04,OLA CABS *1154,2577.0,Card,Travel
2026-03-07,HOTSTAR *5364,260.0,Card,Entertainment
2026-08-02,JIO RECHARGE *8972,1383.0,Card,Bills
2026-03-03,UBER TRIP *8617,1564.0,UPI,Travel
2026-02-12,SWIGGY ORDER *6816,410.0,Card,Food
2026-06-30,JIO RECHARGE *5212,2565.0,Card,Bills
2026-02-16,INDIGO AIRLINES *5531,4534.0,NetBanking,Travel
2026-09-22,indigo airlines *5647   ,1850.0,NetBanking,Travel
2026-07-02,JIO RECHARGE *3708,1451.0,UPI,Bills
