date,description,amount,payment_mode,category
2025-10-16,BOOKMYSHOW *7754,630,Card,Entertainment
2026-08-12,MYNTRA *3649,2246,NetBanking,Shopping
2026-07-19,RELIANCE TRENDS *9947,2069,UPI,Shopping
2025-10-26,JIO RECHARGE *5616,1956,Card,Bills
2025-11-04,RELIANCE TRENDS *8206,861,UPI,Shopping
2026-06-02,AMAZON PAY *8454,984,NetBanking,Shopping
2025-10-01,TORRENT POWER *7201,2920,Card,Bills
2025-12-22,OLA CABS *8245,2088,NetBanking,Travel
2025-11-16,DMART *2256,3576,Card,Shopping
2026-04-26,JIO RECHARGE *2773,864,UPI,Bills
2026-08-24,STARBUCKS *7839,327,UPI,Food
2026-05-09,GAS BILL *1419,273,Card,Bills
2026-09-08,SPOTIFY *1946,652,Card,Entertainment
2026-01-02,STARBUCKS *7859,709,NetBanking,Food
2026-08-21,MYNTRA *8661,1924,NetBanking,Shopping
2026-04-26,CHAI POINT *7513,551,NetBanking,Food
2026-02-02,FLIPKART *7602,3551,Card,Shopping
2026-03-22,DMART *2927,4004,NetBanking,Shopping
2025-12-09,BOOKMYSHOW *5869,636,NetBanking,Entertainment
2026-01-22,MYNTRA *5157,519,Card,Shopping
2026-09-23,IRCTC TICKET *5350,247,Card,Travel
2025-12-29,IRCTC TICKET *5938,3011,Card,Travel
2026-01-14,LIC PREMIUM *7854,1559,Card,Bills
2025-11-11,HOTSTAR *6305,496,NetBanking,Entertainment
2026-05-23,AIRTEL BROADBAND *1233,1541,NetBanking,Bills
2026-09-11,GAS BILL *3284,1367,NetBanking,Bills
2025-12-25,MYNTRA *6915,2825,Card,Shopping
2026-05-16,AMAZON PAY *2401,3459,Card,Shopping
2025-10-01,AIRTEL BROADBAND *1575,2153,UPI,Bills
2026-09-24,NETFLIX *8368,856,Card,Entertainment
2025-12-13,FLIPKART *1572,2458,NetBanking,Shopping
2025-11-22,AIRTEL BROADBAND *2167,2766,NetBanking,Bills
2026-02-28,FLIPKART *4909,2199,Card,Shopping
2026-09-08,MYNTRA *3729,3650,Card,Shopping
2025-10-07,INDIGO AIRLINES *4267,1631,UPI,Travel
2026-04-28,STARBUCKS *4727,451,UPI,Food
2026-06-30,CHAI POINT *4129,387,Card,Food
2025-12-27,SWIGGY ORDER *7189,451,NetBanking,Food
2026-05-06,SPOTIFY *8032,159,NetBanking,Entertainment
2026-09-06,AIRTEL BROADBAND *8294,1582,NetBanking,Bills
2026-03-21,OLA CABS *8989,5185,UPI,Travel
2025-12-01,UBER TRIP *2465,4149,UPI,Travel
2026-02-14,AMAZON PAY *8073,3918,NetBanking,Shopping
2025-12-24,NETFLIX *5362,167,NetBanking,Entertainment
2025-12-31,OLA CABS *5234,520,UPI,Travel
2026-08-03,PVR CINEMAS *8999,150,UPI,Entertainment
2026-04-09,FLIPKART *5419,483,UPI,Shopping
2026-01-07,STARBUCKS *1126,542,Card,Food
2025-12-27,GAS BILL *1036,1937,Card,Bills
2026-07-01,METRO RECHARGE *1495,3835,UPI,Travel
2026-05-28,AIRTEL BROADBAND *7578,929,NetBanking,Bills
2026-05-01,UBER TRIP *7972,176,Card,Travel
2026-01-06,DOMINOS PIZZA *2932,740,NetBanking,Food
2026-03-19,JIO RECHARGE *2340,2371,Card,Bills
2026-07-06,STARBUCKS *7447,439,Card,Food
2026-06-26,DOMINOS PIZZA *7042,513,NetBanking,Food
2026-03-06,NETFLIX *6345,510,UPI,Entertainment
2026-03-08,PVR CINEMAS *4955,333,Card,Entertainment
2026-09-06,SPOTIFY *3311,156,Card,Entertainment
2026-07-21,INDIGO AIRLINES *1363,2206,Card,Travel
2025-12-28,ZOMATO *6387,714,NetBanking,Food
2026-04-12,BOOKMYSHOW *1421,848,UPI,Entertainment
2026-04-05,JIO RECHARGE *2333,247,NetBanking,Bills
2026-08-16,JIO RECHARGE *6276,817,NetBanking,Bills
2026-07-13,AMAZON PAY *9787,928,Card,Shopping
2026-05-08,SPOTIFY *5840,704,NetBanking,Entertainment
2026-01-23,ZOMATO *3573,580,Card,Food
2025-11-02,DMART *5000,2938,NetBanking,Shopping
2026-08-09,INDIGO AIRLINES *1755,2035,Card,Travel
2026-06-28,LIC PREMIUM *6191,1788,Card,Bills
2026-05-09,AMAZON PAY *4493,2801,UPI,Shopping
2026-02-17,FLIPKART *9402,2694,Card,Shopping
2026-04-02,PVR CINEMAS *3643,348,NetBanking,Entertainment
2026-01-09,DMART *4124,3251,UPI,Shopping
2025-12-31,BOOKMYSHOW *7024,149,UPI,Entertainment
2026-03-01,TORRENT POWER *6868,2797,NetBanking,Bills
2026-02-03,DMART *7568,2801,Card,Shopping
2026-03-22,CHAI POINT *7284,177,UPI,Food
2026-05-19,METRO RECHARGE *7142,4630,Card,Travel
2025-12-23,DMART *9269,3813,UPI,Shopping
2026-05-02,METRO RECHARGE *5778,3946,Card,Travel
2025-11-28,JIO RECHARGE *2704,2978,NetBanking,Bills
2025-10-24,METRO RECHARGE *9595,4651,Card,Travel
2026-05-04,AIRTEL BROADBAND *3454,548,NetBanking,Bills
2025-11-15,CHAI POINT *1882,206,Card,Food
2026-09-05,CHAI POINT *2763,580,Card,Food
2026-05-16,SWIGGY ORDER *6366,759,Card,Food
2025-11-25,IRCTC TICKET *4324,145,Card,Travel
2026-08-24,CHAI POINT *5440,60,NetBanking,Food
2026-04-07,METRO RECHARGE *4916,4058,Card,Travel
2026-07-05,JIO RECHARGE *5647,1786,NetBanking,Bills
2026-02-02,NETFLIX *5019,230,Card,Entertainment
2026-08-21,AIRTEL BROADBAND *4557,301,NetBanking,Bills
2026-04-19,DMART *4516,1258,UPI,Shopping
2026-03-20,STARBUCKS *6330,619,Card,Food
2025-11-18,HOTSTAR *6408,888,Card,Entertainment
2026-02-11,DOMINOS PIZZA *4888,621,UPI,Food
2026-05-08,LIC PREMIUM *1519,1517,NetBanking,Bills
2026-08-23,CHAI POINT *1986,106,UPI,Food
2025-12-26,JIO RECHARGE *5940,236,NetBanking,Bills
2026-06-25,AMAZON PAY *5611,3185,UPI,Shopping
2026-04-22,STARBUCKS *7922,573,Card,Food
2026-06-27,TORRENT POWER *2630,459,NetBanking,Bills
2025-10-12,GAS BILL *1818,2318,UPI,Bills
2025-12-16,MYNTRA *1244,2825,Card,Shopping
2026-04-02,METRO RECHARGE *9118,5527,NetBanking,Travel
2026-07-31,UBER TRIP *3220,273,UPI,Travel
2025-11-28,SWIGGY ORDER *2832,217,UPI,Food
2025-11-27,AMAZON PAY *6212,391,NetBanking,Shopping
2025-11-04,DOMINOS PIZZA *5689,448,Card,Food
2025-12-11,JIO RECHARGE *7890,985,NetBanking,Bills
2025-11-24,AIRTEL BROADBAND *5326,1023,Card,Bills
2026-02-17,CHAI POINT *3330,371,Card,Food
2025-11-28,NETFLIX *9946,133,UPI,Entertainment
2026-08-10,METRO RECHARGE *3169,5411,NetBanking,Travel
2026-07-02,LIC PREMIUM *5102,1054,NetBanking,Bills
2026-06-27,INDIGO AIRLINES *8629,3838,UPI,Travel
2026-08-28,GAS BILL *4109,864,NetBanking,Bills
2026-08-29,BOOKMYSHOW *2137,487,NetBanking,Entertainment
2026-07-12,NETFLIX *9751,615,Card,Entertainment
2026-07-16,NETFLIX *3043,200,UPI,Entertainment
2026-04-16,MYNTRA *4199,2779,NetBanking,Shopping
2026-05-12,DMART *9411,4474,NetBanking,Shopping
2026-01-09,PVR CINEMAS *7475,849,UPI,Entertainment
2026-09-13,IRCTC TICKET *8382,2516,NetBanking,Travel
2026-06-12,GAS BILL *9148,1901,Card,Bills
2026-05-08,INDIGO AIRLINES *9195,685,Card,Travel
2025-11-20,DMART *9964,2237,Card,Shopping
2026-01-06,MYNTRA *5022,3999,UPI,Shopping
2026-05-24,BOOKMYSHOW *8067,676,Card,Entertainment
2026-06-10,DOMINOS PIZZA *8374,600,UPI,Food
2025-11-01,JIO RECHARGE *4044,1570,UPI,Bills
2025-10-17,RELIANCE TRENDS *5500,1372,UPI,Shopping
2026-07-07,IRCTC TICKET *8391,3212,UPI,Travel
2026-05-06,AIRTEL BROADBAND *2245,2870,Card,Bills
2026-07-19,AMAZON PAY *1024,1772,UPI,Shopping
2026-03-12,DOMINOS PIZZA *2834,600,UPI,Food
2026-05-20,UBER TRIP *1246,2469,NetBanking,Travel
2025-11-18,AMAZON PAY *1100,4471,Card,Shopping
2026-01-10,TORRENT POWER *2667,1787,NetBanking,Bills
2025-10-31,IRCTC TICKET *4872,1525,NetBanking,Travel
2026-06-05,RELIANCE TRENDS *7547,2961,UPI,Shopping
2026-07-12,DMART *5933,1387,Card,Shopping
2025-11-29,FLIPKART *7610,2153,Card,Shopping
2025-10-19,INDIGO AIRLINES *6585,5532,Card,Travel
2025-11-04,BOOKMYSHOW *3460,644,UPI,Entertainment
2026-07-08,JIO RECHARGE *1423,419,Card,Bills
2025-12-09,BOOKMYSHOW *8016,146,NetBanking,Entertainment
2026-06-21,DOMINOS PIZZA *9835,675,NetBanking,Food
2026-06-16,JIO RECHARGE *3611,1745,Card,Bills
2026-02-21,FLIPKART *4893,1296,UPI,Shopping
2026-08-10,FLIPKART *2098,2526,Card,Shopping
2026-06-18,DOMINOS PIZZA *4561,290,Card,Food
2026-09-01,TORRENT POWER *9167,953,UPI,Bills
2025-10-04,HOTSTAR *3839,434,NetBanking,Entertainment
2026-08-15,DOMINOS PIZZA *5143,632,UPI,Food
2025-12-27,MYNTRA *9322,1885,UPI,Shopping
2025-12-02,SWIGGY ORDER *6430,466,Card,Food
2026-05-08,AIRTEL BROADBAND *9461,781,Card,Bills
2026-04-09,STARBUCKS *7010,864,NetBanking,Food
2025-10-08,INDIGO AIRLINES *9320,1054,UPI,Travel
2026-05-25,BOOKMYSHOW *4253,809,Card,Entertainment
2025-10-01,INDIGO AIRLINES *8345,4592,UPI,Travel
2025-12-13,CHAI POINT *7327,82,Card,Food
2026-07-21,SWIGGY ORDER *2819,336,Card,Food
2026-06-16,DMART *1613,3531,NetBanking,Shopping
2026-02-10,HOTSTAR *3032,864,UPI,Entertainment
2025-11-22,INDIGO AIRLINES *7846,2347,UPI,Travel
2026-03-15,IRCTC TICKET *7772,338,UPI,Travel
2026-01-05,DMART *2638,2348,NetBanking,Shopping
2026-03-29,INDIGO AIRLINES *6365,5893,UPI,Travel
2026-04-02,AMAZON PAY *1329,859,UPI,Shopping
2026-02-03,JIO RECHARGE *4553,494,Card,Bills
2026-06-15,AMAZON PAY *4832,4475,Card,Shopping
2026-07-04,FLIPKART *8394,751,NetBanking,Shopping
2026-01-12,CHAI POINT *6343,550,UPI,Food
2026-02-11,METRO RECHARGE *2414,5708,UPI,Travel
2026-02-23,AMAZON PAY *2717,4552,UPI,Shopping
2026-07-03,MYNTRA *4183,3997,NetBanking,Shopping
2025-11-29,STARBUCKS *4196,396,UPI,Food
2026-08-16,METRO RECHARGE *5357,4919,Card,Travel
2026-03-05,MYNTRA *4243,3334,NetBanking,Shopping
2026-07-09,HOTSTAR *6126,412,UPI,Entertainment
2025-10-21,BOOKMYSHOW *9167,705,Card,Entertainment
2026-04-13,GAS BILL *7997,1287,UPI,Bills
2026-01-09,PVR CINEMAS *7543,880,Card,Entertainment
2026-07-27,OLA CABS *2353,807,NetBanking,Travel
2026-03-05,CHAI POINT *8496,671,NetBanking,Food
2026-04-11,SPOTIFY *8632,878,UPI,Entertainment
2026-04-03,PVR CINEMAS *1731,898,Card,Entertainment
2026-07-21,IRCTC TICKET *9577,3321,NetBanking,Travel
2026-06-20,INDIGO AIRLINES *8991,5836,UPI,Travel
2026-08-04,FLIPKART *3892,854,Card,Shopping
2026-01-08,DMART *4083,2057,Card,Shopping
2026-08-30,SWIGGY ORDER *9307,107,Card,Food
2026-06-24,AIRTEL BROADBAND *5412,2009,UPI,Bills
2026-09-06,HOTSTAR *9615,505,Card,Entertainment
2026-07-20,IRCTC TICKET *6699,4185,NetBanking,Travel
2026-05-08,CHAI POINT *3205,536,Card,Food
2026-05-05,JIO RECHARGE *2849,2792,UPI,Bills
2025-10-28,DOMINOS PIZZA *3938,751,UPI,Food
2026-04-11,ZOMATO *9213,533,NetBanking,Food
2025-11-23,JIO RECHARGE *9427,538,Card,Bills
2026-06-28,NETFLIX *7331,415,Card,Entertainment
2026-08-01,INDIGO AIRLINES *9779,1374,UPI,Travel
2026-03-21,PVR CINEMAS *4549,200,Card,Entertainment
2025-11-08,RELIANCE TRENDS *4342,1086,UPI,Shopping
2025-10-19,PVR CINEMAS *5670,589,NetBanking,Entertainment
2026-04-26,DMART *1899,3661,Card,Shopping
2026-09-03,NETFLIX *4258,868,UPI,Entertainment
2026-08-06,SPOTIFY *9003,305,UPI,Entertainment
2026-04-23,NETFLIX *4838,109,UPI,Entertainment
2026-07-22,HOTSTAR *3687,380,UPI,Entertainment
2026-07-10,CHAI POINT *5298,384,UPI,Food
2026-02-24,OLA CABS *3489,1671,UPI,Travel
2025-12-22,RELIANCE TRENDS *3224,397,NetBanking,Shopping
2026-01-06,MYNTRA *7065,1294,Card,Shopping
2026-03-15,METRO RECHARGE *6247,5396,Card,Travel
2026-09-04,DMART *5782,1789,Card,Shopping
2026-05-05,FLIPKART *8473,864,UPI,Shopping
2026-07-28,OLA CABS *5270,1894,NetBanking,Travel
2026-04-29,MYNTRA *2099,3592,UPI,Shopping
2026-01-31,RELIANCE TRENDS *4391,1816,NetBanking,Shopping
2026-08-23,NETFLIX *3062,712,Card,Entertainment
2026-01-18,UBER TRIP *1277,4154,Card,Travel
2026-03-18,JIO RECHARGE *7638,705,Card,Bills
2026-06-23,RELIANCE TRENDS *5658,3389,UPI,Shopping
2026-04-14,STARBUCKS *1689,578,Card,Food
2026-05-16,BOOKMYSHOW *8432,536,NetBanking,Entertainment
2026-04-29,SPOTIFY *8192,626,Card,Entertainment
2026-07-08,GAS BILL *4110,2316,NetBanking,Bills
2025-12-14,METRO RECHARGE *7981,2215,UPI,Travel
2026-07-13,ZOMATO *2790,513,Card,Food
2026-01-12,UBER TRIP *9096,4381,NetBanking,Travel
2026-04-08,SWIGGY ORDER *2159,614,UPI,Food
2026-02-15,CHAI POINT *2789,269,NetBanking,Food
2026-04-24,UBER TRIP *9990,4610,UPI,Travel
2026-06-14,AIRTEL BROADBAND *4367,1195,UPI,Bills
2026-04-01,JIO RECHARGE *2169,980,UPI,Bills
2026-09-21,METRO RECHARGE *8957,5745,NetBanking,Travel
2026-06-30,LIC PREMIUM *5939,1617,Card,Bills
2026-03-31,CHAI POINT *5979,595,UPI,Food
2026-02-23,INDIGO AIRLINES *5388,471,UPI,Travel
2026-07-05,BOOKMYSHOW *5792,785,Card,Entertainment
2026-06-28,JIO RECHARGE *1919,1873,UPI,Bills
2026-05-26,AIRTEL BROADBAND *4206,429,NetBanking,Bills
2026-06-14,DOMINOS PIZZA *6732,464,Card,Food
2025-12-07,UBER TRIP *7637,3928,Card,Travel
2026-01-07,AMAZON PAY *4483,3144,UPI,Shopping
2025-11-22,CHAI POINT *1973,434,Card,Food
2026-02-19,ZOMATO *2828,198,NetBanking,Food
2026-01-07,DMART *5677,2418,Card,Shopping
2026-04-25,JIO RECHARGE *7609,248,Card,Bills
2025-11-23,ZOMATO *2308,446,Card,Food
2026-01-21,ZOMATO *2814,773,NetBanking,Food
2026-08-05,BOOKMYSHOW *4810,284,UPI,Entertainment
2026-05-01,LIC PREMIUM *1347,315,UPI,Bills
2026-09-23,IRCTC TICKET *1837,4624,Card,Travel
2026-03-20,GAS BILL *3581,1540,NetBanking,Bills
2026-01-03,OLA CABS *8392,4082,UPI,Travel
2026-07-20,SPOTIFY *7436,583,NetBanking,Entertainment
2025-10-21,OLA CABS *6353,2878,NetBanking,Travel
2026-06-08,GAS BILL *6346,1097,UPI,Bills
2026-02-04,IRCTC TICKET *5904,5009,Card,Travel
2026-02-23,PVR CINEMAS *6396,492,NetBanking,Entertainment
2026-01-13,JIO RECHARGE *3047,2347,Card,Bills
2026-03-24,SPOTIFY *7991,213,Card,Entertainment
2025-10-29,SPOTIFY *2059,623,NetBanking,Entertainment
2026-03-27,UBER TRIP *3889,1417,Card,Travel
2026-06-30,INDIGO AIRLINES *6983,183,Card,Travel
2026-02-13,AIRTEL BROADBAND *8311,255,Card,Bills
2025-10-19,RELIANCE TRENDS *2249,3366,UPI,Shopping
2026-05-11,BOOKMYSHOW *6085,470,NetBanking,Entertainment
2025-10-08,GAS BILL *7819,239,Card,Bills
2026-05-11,TORRENT POWER *2189,852,NetBanking,Bills
2026-08-28,RELIANCE TRENDS *9879,4952,NetBanking,Shopping
2026-05-02,DOMINOS PIZZA *8701,252,Card,Food
2026-07-10,TORRENT POWER *6818,2372,Card,Bills
2026-05-17,AMAZON PAY *9194,3692,Card,Shopping
2026-01-21,IRCTC TICKET *2636,3736,UPI,Travel
2026-04-09,LIC PREMIUM *7873,1729,Card,Bills
2026-04-23,UBER TRIP *1581,5715,UPI,Travel
2025-11-15,LIC PREMIUM *3887,2433,NetBanking,Bills
2026-01-30,DOMINOS PIZZA *2673,174,Card,Food
2026-09-12,LIC PREMIUM *5267,2042,NetBanking,Bills
2026-08-01,HOTSTAR *8795,751,Card,Entertainment
2026-08-21,OLA CABS *2988,3585,UPI,Travel
2026-04-05,FLIPKART *2881,4786,NetBanking,Shopping
2026-08-13,INDIGO AIRLINES *7524,4280,NetBanking,Travel
2025-12-20,IRCTC TICKET *3180,4932,Card,Travel
2025-11-15,METRO RECHARGE *2136,5392,UPI,Travel
2025-11-25,SWIGGY ORDER *7411,128,Card,Food
2026-01-01,UBER TRIP *2407,1256,UPI,Travel
2026-02-02,GAS BILL *4153,1856,NetBanking,Bills
2026-02-07,FLIPKART *5734,2260,NetBanking,Shopping
2025-10-11,PVR CINEMAS *5841,484,NetBanking,Entertainment
2026-05-25,ZOMATO *3780,639,UPI,Food
2026-07-12,CHAI POINT *4537,600,UPI,Food
2026-06-29,STARBUCKS *5648,669,NetBanking,Food
2026-06-25,HOTSTAR *2548,218,Card,Entertainment
2026-06-26,AMAZON PAY *9494,4382,Card,Shopping
2025-11-20,BOOKMYSHOW *9444,344,NetBanking,Entertainment
2026-06-26,SPOTIFY *3462,343,NetBanking,Entertainment
2026-08-18,RELIANCE TRENDS *1437,2402,Card,Shopping
2026-04-30,HOTSTAR *6634,482,NetBanking,Entertainment
2026-02-09,METRO RECHARGE *9275,1462,Card,Travel
2026-01-24,BOOKMYSHOW *8746,810,NetBanking,Entertainment
2026-03-25,IRCTC TICKET *5482,1534,UPI,Travel
2025-10-30,RELIANCE TRENDS *6926,1504,UPI,Shopping
2026-04-06,CHAI POINT *9571,552,UPI,Food
2026-07-02,JIO RECHARGE *3990,547,Card,Bills
2025-12-25,SPOTIFY *7227,562,Card,Entertainment
2025-11-01,JIO RECHARGE *1666,433,UPI,Bills
2026-07-30,DMART *6925,4828,NetBanking,Shopping
2026-09-04,AIRTEL BROADBAND *5997,1142,UPI,Bills
2025-11-28,JIO RECHARGE *1835,2396,NetBanking,Bills
2026-06-07,SPOTIFY *1340,481,UPI,Entertainment
2025-12-15,FLIPKART *5534,4003,NetBanking,Shopping
2025-12-29,PVR CINEMAS *5240,373,UPI,Entertainment
2025-12-07,HOTSTAR *6102,510,NetBanking,Entertainment
2025-11-08,SPOTIFY *2970,296,Card,Entertainment
2026-01-09,TORRENT POWER *1572,1482,Card,Bills
2026-03-22,CHAI POINT *8230,132,NetBanking,Food
2025-12-07,IRCTC TICKET *2322,5996,NetBanking,Travel
2025-11-20,BOOKMYSHOW *8570,887,UPI,Entertainment
2025-10-29,FLIPKART *5601,1557,UPI,Shopping
2026-09-17,ZOMATO *1888,377,UPI,Food
2026-06-04,SWIGGY ORDER *9051,232,Card,Food
2026-04-06,SPOTIFY *7841,814,UPI,Entertainment
2026-05-01,AIRTEL BROADBAND *9627,1001,NetBanking,Bills
2026-08-27,TORRENT POWER *8869,2071,NetBanking,Bills
2026-06-11,JIO RECHARGE *5452,2220,Card,Bills
2026-06-16,CHAI POINT *4155,513,NetBanking,Food
2026-09-03,HOTSTAR *1878,151,Card,Entertainment
2025-10-16,FLIPKART *2447,2245,NetBanking,Shopping
2025-11-18,IRCTC TICKET *2682,4451,NetBanking,Travel
2026-07-14,AMAZON PAY *1645,4463,Card,Shopping
2025-10-14,INDIGO AIRLINES *7477,41,NetBanking,Travel
2026-09-14,AMAZON PAY *8618,4147,UPI,Shopping
2025-10-29,ZOMATO *7182,671,UPI,Food
2025-11-18,UBER TRIP *1292,1691,NetBanking,Travel
2026-08-09,SPOTIFY *1182,121,Card,Entertainment
2026-01-31,IRCTC TICKET *6307,781,Card,Travel
2026-01-13,RELIANCE TRENDS *5673,3714,NetBanking,Shopping
2026-04-24,OLA CABS *4569,5494,NetBanking,Travel
2025-12-13,DMART *8052,3854,NetBanking,Shopping
2026-03-01,LIC PREMIUM *7766,1356,NetBanking,Bills
2026-04-06,TORRENT POWER *1906,162,NetBanking,Bills
2026-04-10,SWIGGY ORDER *1761,173,Card,Food
2026-08-07,IRCTC TICKET *3939,5805,UPI,Travel
2026-09-24,IRCTC TICKET *5763,2082,UPI,Travel
2025-12-14,CHAI POINT *2648,479,Card,Food
2026-06-08,SWIGGY ORDER *7016,176,UPI,Food
2026-07-27,LIC PREMIUM *6929,2846,Card,Bills
2025-12-06,DMART *1671,977,NetBanking,Shopping
2026-06-22,DMART *3942,419,Card,Shopping
2026-03-08,OLA CABS *4390,4541,UPI,Travel
2026-06-05,FLIPKART *9621,2555,Card,Shopping
2026-09-14,SPOTIFY *5803,428,UPI,Entertainment
2026-03-08,AIRTEL BROADBAND *6308,2612,NetBanking,Bills
2026-09-21,JIO RECHARGE *1234,2424,UPI,Bills
2026-07-10,SWIGGY ORDER *7776,687,UPI,Food
2025-12-12,INDIGO AIRLINES *3093,4753,Card,Travel
2026-08-10,BOOKMYSHOW *4670,100,Card,Entertainment
2026-06-14,INDIGO AIRLINES *2276,5851,NetBanking,Travel
2026-04-08,METRO RECHARGE *3681,3669,Card,Travel
2026-01-12,AIRTEL BROADBAND *5521,1274,UPI,Bills
2026-02-04,OLA CABS *1154,2577,Card,Travel
2026-03-07,HOTSTAR *5364,260,Card,Entertainment
2026-08-02,JIO RECHARGE *8972,1383,Card,Bills
2026-03-03,UBER TRIP *8617,1564,UPI,Travel
2026-02-12,SWIGGY ORDER *6816,410,Card,Food
2026-06-30,JIO RECHARGE *5212,2565,Card,Bills
2026-02-16,INDIGO AIRLINES *5531,4534,NetBanking,Travel
2026-09-22,INDIGO AIRLINES *5647,1850,NetBanking,Travel
2026-07-02,JIO RECHARGE *3708,1451,UPI,Bills
2026-04-17,BOOKMYSHOW *4695,737,UPI,Entertainment
2025-10-25,LIC PREMIUM *2919,1785,Card,Bills
2026-07-13,LIC PREMIUM *8971,2747,NetBanking,Bills
2026-07-18,BOOKMYSHOW *9766,342,UPI,Entertainment
2025-10-05,MYNTRA *9714,2117,NetBanking,Shopping
2026-02-06,RELIANCE TRENDS *7111,4451,UPI,Shopping
2026-01-11,BOOKMYSHOW *1987,348,UPI,Entertainment
2025-12-26,RELIANCE TRENDS *3248,1048,UPI,Shopping
2026-06-19,INDIGO AIRLINES *2394,4321,Card,Travel
2026-01-11,SPOTIFY *8734,867,UPI,Entertainment
2025-11-04,JIO RECHARGE *7326,2467,UPI,Bills
2025-12-03,AMAZON PAY *9540,4477,UPI,Shopping
2026-08-19,PVR CINEMAS *6536,266,Card,Entertainment
2025-12-12,INDIGO AIRLINES *1198,3241,Card,Travel
2026-02-27,TORRENT POWER *7256,2338,UPI,Bills
2025-12-21,STARBUCKS *7476,616,Card,Food
2026-01-11,FLIPKART *6392,1382,NetBanking,Shopping
2026-07-17,NETFLIX *6698,348,Card,Entertainment
2026-04-09,CHAI POINT *2191,580,UPI,Food
2026-06-29,RELIANCE TRENDS *5992,570,UPI,Shopping
2026-08-14,JIO RECHARGE *7585,713,Card,Bills
2026-02-21,INDIGO AIRLINES *8355,4585,Card,Travel
2025-12-25,ZOMATO *1390,394,UPI,Food
2025-12-12,HOTSTAR *4587,174,UPI,Entertainment
2026-08-14,OLA CABS *9186,4493,Card,Travel
2026-09-10,DOMINOS PIZZA *7588,484,UPI,Food
2026-02-03,SWIGGY ORDER *6249,112,Card,Food
2026-01-10,BOOKMYSHOW *9297,649,Card,Entertainment
2026-08-05,MYNTRA *7681,4669,UPI,Shopping
2026-03-25,ZOMATO *5883,98,Card,Food
2025-12-01,ZOMATO *6788,261,UPI,Food
2026-02-18,CHAI POINT *4939,162,Card,Food
2026-05-06,AIRTEL BROADBAND *7249,840,Card,Bills
2026-07-06,CHAI POINT *6649,249,UPI,Food
2026-08-23,FLIPKART *3653,1288,Card,Shopping
2025-10-20,JIO RECHARGE *5208,2337,NetBanking,Bills
2026-02-23,DMART *2342,2426,NetBanking,Shopping
2026-05-03,NETFLIX *6604,472,Card,Entertainment
2026-01-05,SPOTIFY *8104,195,UPI,Entertainment
2025-11-30,STARBUCKS *4927,212,UPI,Food
2025-12-09,MYNTRA *5725,2445,UPI,Shopping
2026-09-14,SPOTIFY *7539,449,Card,Entertainment
2026-06-28,OLA CABS *2447,647,UPI,Travel
2026-09-06,IRCTC TICKET *3708,4830,UPI,Travel
2026-04-02,METRO RECHARGE *7686,1627,UPI,Travel
2026-03-27,ZOMATO *4787,66,UPI,Food
2026-02-04,SWIGGY ORDER *9384,686,Card,Food
2026-03-26,MYNTRA *5000,1833,UPI,Shopping
2026-07-11,NETFLIX *8022,579,UPI,Entertainment
2026-08-14,GAS BILL *9442,2580,NetBanking,Bills
2026-09-07,METRO RECHARGE *4732,2323,Card,Travel
2026-09-22,UBER TRIP *5435,2684,UPI,Travel
2025-11-10,INDIGO AIRLINES *8184,5836,UPI,Travel
2026-04-04,GAS BILL *4317,356,NetBanking,Bills
2026-09-17,MYNTRA *2181,690,Card,Shopping
2025-10-11,RELIANCE TRENDS *1142,4487,NetBanking,Shopping
2025-11-25,CHAI POINT *1546,171,Card,Food
2025-10-04,BOOKMYSHOW *4209,329,UPI,Entertainment
2026-05-09,LIC PREMIUM *7696,1541,NetBanking,Bills
2025-12-23,LIC PREMIUM *4970,2190,NetBanking,Bills
2026-07-25,INDIGO AIRLINES *6856,884,UPI,Travel
2026-09-03,SPOTIFY *1689,193,UPI,Entertainment
2026-04-05,SPOTIFY *6060,550,UPI,Entertainment
2026-05-08,METRO RECHARGE *4961,864,UPI,Travel
2025-12-14,BOOKMYSHOW *6073,580,NetBanking,Entertainment
2025-12-12,LIC PREMIUM *9089,1421,UPI,Bills
2025-11-28,HOTSTAR *5952,859,UPI,Entertainment
2025-12-11,INDIGO AIRLINES *7875,1948,UPI,Travel
2026-02-14,PVR CINEMAS *3468,172,UPI,Entertainment
2025-11-15,DOMINOS PIZZA *7966,390,Card,Food
2025-10-24,TORRENT POWER *6822,2699,NetBanking,Bills
2026-02-28,STARBUCKS *2134,539,NetBanking,Food
2026-07-19,STARBUCKS *9711,149,Card,Food
2026-01-30,INDIGO AIRLINES *3064,5355,NetBanking,Travel
2025-12-23,GAS BILL *4554,2564,Card,Bills
2026-09-12,BOOKMYSHOW *7396,879,UPI,Entertainment
2025-10-07,DMART *2167,310,Card,Shopping
2025-12-16,BOOKMYSHOW *7554,475,Card,Entertainment
2026-06-13,AIRTEL BROADBAND *9789,811,NetBanking,Bills
2026-02-26,MYNTRA *7242,2835,Card,Shopping
2026-03-04,SPOTIFY *7400,333,UPI,Entertainment
2026-01-28,TORRENT POWER *1581,2097,NetBanking,Bills
2026-03-18,PVR CINEMAS *4037,396,UPI,Entertainment
2026-05-24,MYNTRA *9190,4523,UPI,Shopping
2026-08-20,SWIGGY ORDER *6679,495,NetBanking,Food
2025-10-28,STARBUCKS *9905,98,UPI,Food
